Time[s],State,P_S0,P_S1,P_S2,P_S3,TRI,STATUS,MAX_TEMP
0.0,0,0.724837437715386,0.10319393426458011,0.03824198807802996,0.13372663994200418,0.19145421187599918,NORMAL,16.7624950408936
0.099609375,0,0.724837437715386,0.10319393426458011,0.03824198807802996,0.13372663994200418,0.19145421187599918,NORMAL,16.7696266174316
0.19921875,0,0.724837437715386,0.10319393426458011,0.03824198807802996,0.13372663994200418,0.19145421187599918,NORMAL,16.749813079834
0.298828125,0,0.724837437715386,0.10319393426458011,0.03824198807802996,0.13372663994200418,0.19145421187599918,NORMAL,16.7530879974365
0.3984375,0,0.724837437715386,0.10319393426458011,0.03824198807802996,0.13372663994200418,0.19145421187599918,NORMAL,16.7668209075928
0.498046875,0,0.724837437715386,0.10319393426458011,0.03824198807802996,0.13372663994200418,0.19145421187599918,NORMAL,16.748498916626
0.59765625,0,0.724837437715386,0.10319393426458011,0.03824198807802996,0.13372663994200418,0.19145421187599918,NORMAL,16.7561492919922
0.697265625,0,0.724837437715386,0.10319393426458011,0.03824198807802996,0.13372663994200418,0.19145421187599918,NORMAL,16.7492694854736
0.796875,0,0.724837437715386,0.10319393426458011,0.03824198807802996,0.13372663994200418,0.19145421187599918,NORMAL,16.744535446167
0.896484375,0,0.724837437715386,0.10319393426458011,0.03824198807802996,0.13372663994200418,0.19145421187599918,NORMAL,16.7571887969971
0.99609375,0,0.724837437715386,0.10319393426458011,0.03824198807802996,0.13372663994200418,0.19145421187599918,NORMAL,16.7310237884521
1.095703125,0,0.724837437715386,0.10319393426458011,0.03824198807802996,0.13372663994200418,0.19145421187599918,NORMAL,16.7467498779297
1.1953125,0,0.724837437715386,0.10319393426458011,0.03824198807802996,0.13372663994200418,0.19145421187599918,NORMAL,16.7715873718262
1.294921875,0,0.724837437715386,0.10319393426458011,0.03824198807802996,0.13372663994200418,0.19145421187599918,NORMAL,16.7533721923828
1.39453125,0,0.724837437715386,0.10319393426458011,0.03824198807802996,0.13372663994200418,0.19145421187599918,NORMAL,16.761209487915
1.494140625,0,0.724837437715386,0.10319393426458011,0.03824198807802996,0.13372663994200418,0.19145421187599918,NORMAL,16.7592830657959
1.59375,0,0.724837437715386,0.10319393426458011,0.03824198807802996,0.13372663994200418,0.19145421187599918,NORMAL,16.7487602233887
1.693359375,0,0.724837437715386,0.10319393426458011,0.03824198807802996,0.13372663994200418,0.19145421187599918,NORMAL,16.7614479064941
1.79296875,0,0.724837437715386,0.10319393426458011,0.03824198807802996,0.13372663994200418,0.19145421187599918,NORMAL,16.760311126709
1.892578125,0,0.724837437715386,0.10319393426458011,0.03824198807802996,0.13372663994200418,0.19145421187599918,NORMAL,16.774974822998
1.9921875,0,0.724837437715386,0.10319393426458011,0.03824198807802996,0.13372663994200418,0.19145421187599918,NORMAL,16.7625293731689
2.091796875,0,0.724837437715386,0.10319393426458011,0.03824198807802996,0.13372663994200418,0.19145421187599918,NORMAL,16.7590656280518
2.19140625,0,0.724837437715386,0.10319393426458011,0.03824198807802996,0.13372663994200418,0.19145421187599918,NORMAL,16.7654304504395
2.291015625,0,0.724837437715386,0.10319393426458011,0.03824198807802996,0.13372663994200418,0.19145421187599918,NORMAL,16.7687244415283
2.390625,0,0.724837437715386,0.10319393426458011,0.03824198807802996,0.13372663994200418,0.19145421187599918,NORMAL,16.7770004272461
2.490234375,0,0.724837437715386,0.10319393426458011,0.03824198807802996,0.13372663994200418,0.19145421187599918,NORMAL,16.7309284210205
2.58984375,0,0.724837437715386,0.10319393426458011,0.03824198807802996,0.13372663994200418,0.19145421187599918,NORMAL,16.7763843536377
2.689453125,0,0.724837437715386,0.10319393426458011,0.03824198807802996,0.13372663994200418,0.19145421187599918,NORMAL,16.7568035125732
2.7890625,0,0.724837437715386,0.10319393426458011,0.03824198807802996,0.13372663994200418,0.19145421187599918,NORMAL,16.7562503814697
2.888671875,0,0.724837437715386,0.10319393426458011,0.03824198807802996,0.13372663994200418,0.19145421187599918,NORMAL,16.7507572174072
2.98828125,0,0.724837437715386,0.10319393426458011,0.03824198807802996,0.13372663994200418,0.19145421187599918,NORMAL,16.7426280975342
