Test Time [s],Displacement [mm],Penetrator Force [mm],vCell [V],tAmbient [C],TC1 near positive terminal [C],TC2 near negative terminal [C],TC3 bottom - bottom [C],TC4 bottom - top [C],TC5 above punch [C],TC6 below punch [C]
2661.662109375,0.6055775570530382,24.67024290561681,0.000314039207296446,,18.2809066772461,21.7282562255859,25.7036590576172,19.8898105621338,18.1082992553711,19.283145904541
2661.76171875,0.6058191279691978,24.947764039039612,0.000312651362037286,,18.2832641601563,21.727014541626,25.6750812530518,19.8837585449219,18.0816993713379,19.3193836212158
2661.861328125,0.6057087036595017,27.21760618686681,0.000333089556079358,,18.2694854736328,21.767126083374,25.7061347961426,19.9018840789795,18.0969123840332,19.2990207672119
2661.9609375,0.6053410957633782,25.41804754734041,0.000306235277093947,,18.301248550415,21.7330265045166,25.656946182251,19.8808403015137,18.0732803344727,19.2946300506592
2662.060546875,0.6050146485847558,25.55475676059721,0.000353846146026626,,18.2912425994873,21.7681350708008,25.6575908660889,19.8765983581543,18.0758056640625,19.276948928833
2662.16015625,0.6056641365290711,28.87772238254551,0.000328360823914409,,18.2808837890625,21.7543773651123,25.6219863891602,19.8793983459473,18.0756950378418,19.3237380981445
2662.259765625,0.6053967337145134,24.82928144931791,0.000367628992535174,,18.2441806793213,21.7752323150635,25.6597270965576,19.8747482299805,18.1080875396729,19.2760105133057
2662.359375,0.604966391165362,28.03103315830231,0.000354018469806761,,18.2826671600342,21.776424407959,25.6430988311768,19.879903793335,18.1250877380371,19.3255748748779
2662.458984375,0.6052678580488187,26.899984955787712,0.000317484926199541,,18.23410987854,21.797046661377,25.692590713501,19.8685779571533,18.1002540588379,19.3225917816162
2662.55859375,0.605850353338155,24.329834580421412,0.00037225236883387,,18.2898235321045,21.8094139099121,25.6778678894043,19.8743648529053,18.1195068359375,19.33274269104
2662.658203125,0.6061830455905688,27.30282270908361,0.000312182499328628,,18.236478805542,21.8137836456299,25.6589641571045,19.8465232849121,18.1320629119873,19.3090572357178
2662.7578125,0.6056544850423502,25.83911383152011,0.000347141816746444,,18.2381744384766,21.8265247344971,25.6936931610107,19.8431091308594,18.1342639923096,19.3275051116943
2662.857421875,0.6057234647585115,22.41771757602691,0.000339205376803875,,18.2449779510498,21.8508338928223,25.6899547576904,19.8460998535156,18.1635646820068,19.339075088501
2662.95703125,0.6051781560643117,32.888794541358905,0.000316538178594783,,18.2386665344238,21.8504486083984,25.6999225616455,19.8017749786377,18.1960620880127,19.3648986816406
2663.056640625,0.6055080096203365,24.763205170631412,0.000346439221175388,,18.2099952697754,21.8600006103516,25.6869277954102,19.7710094451904,18.1823558807373,19.3627147674561
2663.15625,0.6059267136038211,25.81860601902011,0.00032735668355599,,18.238395690918,21.8967380523682,25.6937465667725,19.7969379425049,18.1783638000488,19.3566303253174
2663.255859375,0.6062287482109237,31.79466307163241,0.000325161643559113,,18.2224750518799,21.8932762145996,25.6981735229492,19.7412719726563,18.1700210571289,19.3708934783936
2663.35546875,0.6055877762776158,25.16330969333651,0.000318452221108601,,18.2199764251709,21.8932056427002,25.6790313720703,19.7567863464355,18.1868095397949,19.3852443695068
2663.455078125,0.6056045244378079,27.151529908180212,0.000305244146147743,,18.2098979949951,21.8582401275635,25.7098484039307,19.7260494232178,18.1726207733154,19.4006023406982
2663.5546875,0.6053933273086893,26.43015539646151,0.000315703946398571,,18.1834659576416,21.866247177124,25.7085304260254,19.7368412017822,18.1567058563232,19.3560848236084
2663.654296875,0.6052979479562732,33.91047728061681,0.000340466358466074,,18.1985607147217,21.9006729125977,25.7199592590332,19.683277130127,18.1967220306396,19.4001884460449
2663.75390625,0.6054637263517288,30.300877213478113,0.000298136408673599,,18.172758102417,21.8744583129883,25.7353916168213,19.6870651245117,18.1779003143311,19.4318695068359
2663.853515625,0.6051327373199906,29.09554731845861,0.000352453935192898,,18.1559982299805,21.8991603851318,25.7342910766602,19.6760063171387,18.1671142578125,19.4123783111572
2663.953125,0.60583332131614,28.36916029453281,0.000301567954011261,,18.1568374633789,21.9219226837158,25.7323398590088,19.6670017242432,18.2116432189941,19.3785858154297
2664.052734375,0.6053024898307053,33.545918107032804,0.00031535787275061,,18.1567287445068,21.9198551177979,25.7693901062012,19.6719856262207,18.1730117797852,19.4136791229248
2664.15234375,0.6049334625686238,28.96385061740871,0.000298472325084731,,18.1534614562988,21.8603858947754,25.7765159606934,19.6543140411377,18.2063732147217,19.3877124786377
2664.251953125,0.6052284005164661,30.681385636329612,0.000307294860249385,,18.1450462341309,21.9149608612061,25.7785320281982,19.6318168640137,18.173770904541,19.3940143585205
2664.3515625,0.6056635688054253,30.80123579502111,0.000293820194201544,,18.1286506652832,21.8874378204346,25.7898864746094,19.6387977600098,18.2001132965088,19.4112205505371
2664.451171875,0.6062088775138359,27.95629751682281,0.000271619821432978,,18.1490802764893,21.9061737060547,25.8028202056885,19.6273612976074,18.1777877807617,19.3885612487793
2664.55078125,0.6063366177500025,26.21552145481111,0.000315897370455787,,18.1165542602539,21.9060325622559,25.8162822723389,19.6405582427979,18.1858425140381,19.390209197998
2664.650390625,0.6050702865536546,26.32990324497221,0.000311795913148671,,18.1362819671631,21.8856067657471,25.8512859344482,19.6430435180664,18.1979713439941,19.367712020874
2664.75,0.605909397734194,23.96892035007481,0.000310712901409715,,18.1128692626953,21.8694896697998,25.8586120605469,19.6607227325439,18.1818466186523,19.4016742706299
